,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,total_claim_amount_range,income_group
797,KX86150,no data,7188.292633,No,Extended,High School or Below,1/29/11,Medical Leave,M,13542,Suburban,Married,94,5.0,35,0.0,8,Personal Auto,Personal L3,Offer1,Web,451.2,Four-Door Car,Small,A,January,250-500,Low
798,DV58197,California,8256.2978,Yes,Basic,Bachelor,1/25/11,Employed,F,62902,Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize,A,January,0-250,High
799,TS98462,Washington,22399.12944,No,Basic,High School or Below,1/15/11,Employed,F,78494,Rural,Married,69,21.0,53,0.0,2,Personal Auto,Personal L3,Offer3,Branch,78.189401,Two-Door Car,Medsize,A,January,0-250,Very High
800,OP60201,Oregon,2203.439795,No,Basic,College,2/26/11,Unemployed,M,0,Suburban,Single,72,33.0,6,2.0,1,Personal Auto,Personal L3,Offer1,Call Center,518.715288,Four-Door Car,Medsize,A,February,500-750,Low
801,PK37121,Washington,4369.595738,No,Basic,High School or Below,2/16/11,Employed,F,91775,Rural,Married,108,9.0,35,0.0,1,Personal Auto,Personal L3,Offer2,Branch,256.893746,SUV,Large,A,February,250-500,Very High
802,UM26324,Washington,5838.89915,Yes,Basic,High School or Below,1/6/11,Employed,M,81082,Urban,Married,73,5.0,85,0.0,4,Corporate Auto,Corporate L3,Offer2,Agent,281.295903,Four-Door Car,Large,A,January,250-500,Very High
803,AE93522,Washington,7212.143863,No,Basic,Bachelor,1/23/11,Employed,M,75891,Rural,Single,61,1.0,5,0.0,2,Corporate Auto,Corporate L2,Offer2,Branch,61.285525,Two-Door Car,Medsize,A,January,0-250,Very High
804,TE49565,Oregon,11833.76732,No,Basic,College,1/17/11,Disabled,F,16552,Suburban,Married,103,23.0,53,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,Small,A,January,250-500,Low
805,JN96178,no data,3740.404374,No,Basic,High School or Below,2/9/11,Unemployed,M,0,Suburban,Married,104,27.0,13,1.0,1,Personal Auto,Personal L2,Offer2,Agent,499.2,SUV,Large,A,February,250-500,Low
806,SW31412,Oregon,14808.05624,No,Basic,College,2/22/11,Employed,F,41440,Suburban,Married,62,20.0,80,1.0,2,Personal Auto,Personal L3,Offer3,Agent,297.6,Four-Door Car,Small,A,February,250-500,Middle
807,TN79487,California,4458.113369,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1.0,36,1.0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,A,January,250-500,Low
808,ZN27753,Oregon,5794.565797,No,Basic,Bachelor,1/10/11,Employed,M,70524,Suburban,Married,73,18.0,5,0.0,4,Personal Auto,Personal L2,Offer2,Web,350.4,Four-Door Car,Medsize,A,January,250-500,High
809,XX29952,Arizona,12174.58958,No,Premium,College,1/12/11,Employed,M,88184,Rural,Married,104,5.0,97,3.0,2,Personal Auto,Personal L3,Offer1,Agent,240.176533,Four-Door Car,Medsize,A,January,0-250,Very High
810,YR45605,Oregon,2413.888405,No,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Single,68,6.0,35,0.0,1,Personal Auto,Personal L2,Offer3,Web,379.209349,Four-Door Car,Medsize,A,January,250-500,Low
811,AE62631,Oregon,8427.723769,No,Basic,Bachelor,2/28/11,Employed,M,20662,Suburban,Married,72,10.0,99,0.0,2,Personal Auto,Personal L1,Offer4,Agent,373.324673,Two-Door Car,Medsize,A,February,250-500,Low
812,DQ19344,California,3112.049841,No,Extended,College,2/24/11,Employed,M,33046,Rural,Married,79,14.0,26,0.0,1,Personal Auto,Personal L3,Offer4,Branch,181.538354,Four-Door Car,Medsize,A,February,0-250,Middle
813,SU95720,California,8923.113112,No,Extended,High School or Below,1/14/11,Unemployed,M,0,Suburban,Married,125,22.0,80,0.0,9,Personal Auto,Personal L3,Offer4,Branch,900.0,SUV,Small,A,January,750-1000,Low
814,WE68750,Oregon,5687.897911,No,Basic,Bachelor,1/24/11,Employed,M,99747,Rural,Single,72,28.0,87,0.0,5,Corporate Auto,Corporate L2,Offer1,Call Center,61.536107,Two-Door Car,Medsize,A,January,0-250,Very High
815,WJ55369,no data,7366.093547,No,Extended,High School or Below,2/5/11,Employed,M,30250,Urban,Married,93,1.0,98,0.0,6,Personal Auto,Personal L3,Offer1,Call Center,398.100233,Four-Door Car,Medsize,A,February,250-500,Middle
816,OO97388,Oregon,2855.687705,No,Basic,Master,1/22/11,Employed,F,99612,Suburban,Married,70,14.0,20,0.0,1,Personal Auto,Personal L1,Offer2,Agent,336.0,Two-Door Car,Small,A,January,250-500,Very High
817,RH28799,no data,2430.959055,No,Basic,College,2/23/11,Unemployed,M,0,Suburban,Single,70,29.0,30,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,341.329847,Four-Door Car,Medsize,A,February,250-500,Low
818,HZ74609,Oregon,5527.988928,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,72,4.0,72,0.0,7,Personal Auto,Personal L3,Offer3,Branch,345.6,Four-Door Car,Large,A,February,250-500,Low
819,RW50070,Arizona,8935.274872,No,Extended,High School or Below,2/26/11,Employed,M,63326,Suburban,Married,225,5.0,99,0.0,1,Personal Auto,Personal L3,Offer2,Branch,1080.0,Luxury Car,Medsize,A,February,>1000,High
820,HP56518,Oregon,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,A,January,250-500,High
821,OE75747,Nevada,2189.642522,No,Basic,College,1/28/11,Unemployed,F,0,Suburban,Married,61,5.0,46,3.0,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small,A,January,250-500,Low
822,OQ51004,California,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8.0,50,0.0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large,A,February,500-750,Low
823,PJ36749,Washington,5597.12496,Yes,Extended,High School or Below,1/27/11,Employed,F,37995,Suburban,Married,139,16.0,50,0.0,1,Personal Auto,Personal L2,Offer1,Branch,667.2,SUV,Medsize,A,January,500-750,Middle
824,ZW33889,California,2477.708203,No,Basic,Bachelor,2/14/11,Employed,F,44280,Rural,Married,62,25.0,3,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,130.298883,Two-Door Car,Medsize,A,February,0-250,Middle
825,EK56325,Arizona,6637.228238,No,Extended,High School or Below,2/16/11,Unemployed,M,0,Suburban,Married,92,4.0,83,2.0,3,Personal Auto,Personal L1,Offer3,Call Center,662.4,Four-Door Car,Medsize,A,February,500-750,Low
826,FJ57446,Oregon,8434.119038,No,Basic,College,1/4/11,Employed,F,27694,Suburban,Single,108,3.0,3,0.0,7,Personal Auto,Personal L2,Offer3,Agent,741.850171,SUV,Small,A,January,500-750,Middle
827,OH93496,Arizona,3703.404606,No,Basic,Bachelor,1/10/11,Unemployed,M,0,Suburban,Single,109,22.0,5,0.0,1,Personal Auto,Personal L3,Offer1,Agent,784.8,SUV,Small,A,January,750-1000,Low
828,RW51650,Oregon,8622.835375,Yes,Basic,Bachelor,2/18/11,Employed,M,97361,Suburban,Single,73,6.0,85,0.0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize,A,February,250-500,Very High
829,LR32149,Arizona,22940.38215,No,Basic,Bachelor,1/1/11,Employed,F,52993,Urban,Married,64,16.0,86,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,304.699889,Four-Door Car,Medsize,A,January,250-500,High
830,GE87503,California,18211.14319,No,Premium,High School or Below,2/7/11,Employed,M,53690,Suburban,Married,154,20.0,97,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,739.2,SUV,Small,A,February,500-750,High
831,EL67979,California,17223.06591,No,Basic,College,1/11/11,Employed,M,22346,Suburban,Single,64,7.0,44,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,307.2,Four-Door Car,Large,A,January,250-500,Low
832,TN36916,California,4029.723325,No,Basic,Bachelor,2/19/11,Employed,F,93621,Rural,Married,100,16.0,20,0.0,1,Personal Auto,Personal L2,Offer3,Branch,59.860273,SUV,Large,A,February,0-250,Very High
833,LP45550,Oregon,15363.84716,No,Premium,Doctor,1/15/11,Disabled,F,15897,Urban,Divorced,101,30.0,99,0.0,2,Personal Auto,Personal L3,Offer2,Agent,303.148399,Four-Door Car,Medsize,A,January,250-500,Low
834,VZ61940,Nevada,2668.731444,No,Basic,Doctor,2/7/11,Employed,F,52344,Urban,Married,66,4.0,7,0.0,1,Personal Auto,Personal L3,Offer3,Agent,182.607687,Four-Door Car,Small,A,February,0-250,High
835,GT18396,Arizona,21151.2328,No,Extended,College,2/5/11,Employed,M,48642,Rural,Married,77,23.0,69,0.0,2,Personal Auto,Personal L2,Offer2,Branch,92.307736,Four-Door Car,Medsize,A,February,0-250,Middle
836,MN94234,California,3107.568648,No,Extended,High School or Below,1/19/11,Unemployed,M,0,Suburban,Married,94,34.0,59,4.0,1,Personal Auto,Personal L3,Offer1,Branch,451.2,Two-Door Car,Medsize,A,January,250-500,Low
837,WY53775,Arizona,8382.630118,Yes,Basic,High School or Below,2/4/11,Retired,M,19683,Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L1,Offer1,Web,561.6,Sports Car,Medsize,A,February,500-750,Low
838,LW59140,Arizona,9277.472901,No,Premium,Bachelor,1/4/11,Employed,M,97729,Rural,Married,115,4.0,48,1.0,7,Personal Auto,Personal L1,Offer3,Branch,221.047584,Four-Door Car,Large,A,January,0-250,Very High
839,MV81355,California,8819.018934,Yes,Basic,High School or Below,1/10/11,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,8,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize,A,January,500-750,Very High
840,GK13851,Oregon,9227.567263,No,Extended,College,1/24/11,Unemployed,M,0,Suburban,Single,129,15.0,42,0.0,3,Personal Auto,Personal L1,Offer3,Call Center,619.2,SUV,Medsize,A,January,500-750,Low
841,RP19541,Arizona,7582.113842,Yes,Basic,College,2/3/11,Employed,M,64801,Urban,Married,64,23.0,19,0.0,2,Personal Auto,Personal L3,Offer2,Web,268.471802,Four-Door Car,Medsize,A,February,250-500,High
842,MB63131,Oregon,4652.886703,No,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Married,64,5.0,18,1.0,6,Corporate Auto,Corporate L2,Offer1,Call Center,307.2,Four-Door Car,Medsize,A,February,250-500,Low
843,NS51605,Oregon,8509.850887,Yes,Basic,Master,1/31/11,Disabled,M,26057,Suburban,Divorced,74,3.0,63,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,523.888845,Four-Door Car,Small,A,January,500-750,Middle
844,GK73582,California,2978.84601,No,Extended,Bachelor,1/13/11,Employed,F,64586,Urban,Single,76,3.0,17,0.0,1,Personal Auto,Personal L1,Offer3,Branch,206.837111,Four-Door Car,Medsize,A,January,0-250,High
845,MS78828,Nevada,5126.54272,No,Extended,College,1/4/11,Employed,F,33169,Suburban,Married,128,33.0,14,0.0,1,Personal Auto,Personal L3,Offer4,Branch,614.4,SUV,Medsize,A,January,500-750,Middle
846,WN67367,California,3210.417377,No,Extended,Bachelor,1/18/11,Unemployed,F,0,Urban,Divorced,88,3.0,8,0.0,1,Personal Auto,Personal L3,Offer1,Web,325.917598,Four-Door Car,Large,A,January,250-500,Low
847,BI81476,Oregon,10346.11154,No,Extended,High School or Below,2/9/11,Employed,F,55906,Rural,Married,86,26.0,3,0.0,2,Personal Auto,Personal L2,Offer3,Agent,58.469264,Four-Door Car,Medsize,A,February,0-250,High
848,MD45928,Arizona,13770.97618,Yes,Premium,High School or Below,2/1/11,Employed,F,59207,Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize,A,February,500-750,High
849,DG51590,Arizona,25401.51859,No,Extended,Bachelor,2/10/11,Employed,F,36800,Urban,Single,91,20.0,18,0.0,2,Personal Auto,Personal L1,Offer2,Agent,236.63519,Two-Door Car,Medsize,A,February,0-250,Middle
850,YL83902,Washington,3274.194616,No,Extended,Bachelor,1/11/11,Employed,F,31686,Suburban,Married,81,11.0,33,0.0,1,Personal Auto,Personal L3,Offer1,Agent,430.994107,Four-Door Car,Small,A,January,250-500,Middle
851,MJ51323,no data,8427.172486,No,Extended,Bachelor,2/10/11,Employed,F,46503,Suburban,Divorced,215,4.0,21,1.0,1,Personal Auto,Personal L2,Offer1,Agent,1032.0,Luxury SUV,Medsize,A,February,>1000,Middle
852,CJ46674,Oregon,2533.796807,No,Basic,High School or Below,1/28/11,Unemployed,M,0,Suburban,Single,71,11.0,77,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,517.056582,Four-Door Car,Medsize,A,January,500-750,Low
853,BV63942,Washington,9002.409572,No,Premium,High School or Below,2/7/11,Employed,M,76184,Suburban,Married,111,23.0,19,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,532.8,Two-Door Car,Small,A,February,500-750,Very High
854,NY93341,Arizona,9118.928908,No,Basic,High School or Below,2/16/11,Employed,F,33882,Rural,Married,114,22.0,39,0.0,6,Personal Auto,Personal L2,Offer3,Branch,272.835064,SUV,Medsize,A,February,250-500,Middle
855,VI42566,Oregon,6010.502178,No,Basic,Master,1/11/11,Employed,M,49311,Suburban,Married,74,25.0,85,0.0,3,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Large,A,January,250-500,Middle
856,XB89264,Nevada,5260.921627,No,Basic,High School or Below,2/20/11,Employed,F,60101,Rural,Married,66,34.0,74,0.0,3,Corporate Auto,Corporate L2,Offer2,Agent,1.332349,Two-Door Car,Medsize,A,February,0-250,High
857,GC15104,Nevada,7985.14214,No,Basic,Bachelor,2/21/11,Employed,F,52339,Suburban,Divorced,70,7.0,55,3.0,2,Corporate Auto,Corporate L3,Offer3,Web,336.0,Four-Door Car,Medsize,A,February,250-500,High
858,PX70175,Arizona,7996.00748,No,Extended,College,1/19/11,Employed,M,93459,Suburban,Married,99,9.0,85,0.0,5,Personal Auto,Personal L3,Offer2,Web,655.41333,Four-Door Car,Medsize,A,January,500-750,Very High
859,TA66375,Oregon,11009.13049,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,1358.4,Luxury Car,Medsize,A,January,>1000,High
860,AF48816,Arizona,5792.666316,No,Basic,Bachelor,1/27/11,Employed,F,87382,Suburban,Married,72,26.0,65,0.0,5,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Large,A,January,250-500,Very High
861,JO35068,Nevada,2538.62632,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,13.0,24,0.0,1,Personal Auto,Personal L2,Offer2,Web,340.8,Four-Door Car,Medsize,A,February,250-500,Low
862,RU58277,California,15485.80378,No,Basic,Master,1/22/11,Employed,F,72026,Urban,Married,191,22.0,72,0.0,6,Corporate Auto,Corporate L2,Offer4,Web,554.926724,Luxury SUV,Small,A,January,500-750,High
863,ER63193,California,7715.103608,No,Extended,High School or Below,1/25/11,Employed,F,48784,Urban,Married,96,28.0,86,0.0,3,Corporate Auto,Corporate L2,Offer1,Branch,252.076899,Four-Door Car,Medsize,A,January,250-500,Middle
864,DX91931,Washington,10242.4096,No,Premium,College,2/12/11,Unemployed,M,0,Suburban,Single,150,32.0,20,0.0,8,Personal Auto,Personal L1,Offer1,Branch,1080.0,SUV,Small,A,February,>1000,Low
865,LT79371,Arizona,2382.672856,No,Basic,Bachelor,1/29/11,Unemployed,F,0,Rural,Married,65,24.0,47,0.0,1,Personal Auto,Personal L1,Offer1,Agent,27.031485,Four-Door Car,Medsize,A,January,0-250,Low
866,LM76366,Nevada,2999.338779,No,Extended,High School or Below,1/4/11,Employed,M,28564,Suburban,Married,76,17.0,44,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,364.8,Two-Door Car,Small,A,January,250-500,Middle
867,NA27429,Nevada,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1.0,69,0.0,1,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Large,A,January,250-500,Very High
868,JZ61422,Nevada,5272.191556,No,Basic,College,2/7/11,Employed,F,96668,Suburban,Single,66,2.0,95,0.0,3,Personal Auto,Personal L2,Offer1,Agent,316.8,Four-Door Car,Medsize,A,February,250-500,Very High
869,DM34321,California,3420.661111,No,Extended,Master,2/8/11,Retired,F,11652,Suburban,Married,89,23.0,13,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,526.476537,Two-Door Car,Small,A,February,500-750,Low
870,YK43172,Arizona,3319.620511,No,Extended,Bachelor,1/12/11,Employed,M,69152,Rural,Single,89,8.0,83,4.0,1,Personal Auto,Personal L3,Offer3,Web,221.359492,Four-Door Car,Large,A,January,0-250,High
871,ZN36983,California,9006.598402,No,Extended,College,1/17/11,Unemployed,M,0,Suburban,Married,86,19.0,99,1.0,2,Personal Auto,Personal L3,Offer1,Web,412.8,Four-Door Car,Medsize,A,January,250-500,Low
872,UM28580,Oregon,4428.031583,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,6.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize,A,January,250-500,High
873,FB95495,California,5677.642084,No,Basic,College,1/12/11,Employed,M,53078,Suburban,Single,73,1.0,10,0.0,5,Personal Auto,Personal L3,Offer1,Branch,764.221884,Four-Door Car,Medsize,A,January,750-1000,High
874,PE54870,Oregon,4050.506193,No,Basic,College,2/26/11,Employed,M,88454,Urban,Divorced,101,8.0,89,0.0,1,Personal Auto,Personal L3,Offer1,Web,308.749796,SUV,Medsize,A,February,250-500,Very High
875,DV27428,Oregon,13776.74135,No,Basic,High School or Below,1/9/11,Employed,M,62634,Rural,Single,116,10.0,89,0.0,2,Personal Auto,Personal L2,Offer3,Call Center,122.017931,SUV,Medsize,A,January,0-250,High
876,BG95711,no data,16477.47799,No,Extended,College,2/22/11,Employed,F,57264,Rural,Divorced,84,0.0,30,1.0,2,Personal Auto,Personal L3,Offer1,Branch,129.249842,Four-Door Car,Medsize,A,February,0-250,High
877,MF49636,Arizona,5390.27165,No,Basic,High School or Below,2/23/11,Employed,M,70705,Urban,Married,69,31.0,61,2.0,6,Personal Auto,Personal L1,Offer1,Agent,272.024652,Two-Door Car,Medsize,A,February,250-500,High
878,NR18672,Nevada,2928.115104,No,Basic,High School or Below,1/24/11,Employed,M,63127,Rural,Married,74,35.0,17,1.0,1,Personal Auto,Personal L1,Offer4,Agent,174.292234,Two-Door Car,Large,A,January,0-250,High
879,VW88885,no data,17006.00256,No,Basic,Bachelor,1/14/11,Employed,F,58620,Suburban,Married,71,11.0,51,0.0,2,Corporate Auto,Corporate L2,Offer3,Call Center,340.8,Four-Door Car,Medsize,A,January,250-500,High
880,OZ47099,Arizona,2676.948677,No,Basic,Master,1/24/11,Unemployed,M,0,Suburban,Married,71,17.0,6,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,340.8,Four-Door Car,Medsize,A,January,250-500,Low
881,XW89091,California,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,Four-Door Car,Medsize,A,January,0-250,Middle
882,VJ71087,Arizona,3993.882994,No,Basic,Bachelor,1/9/11,Disabled,M,17672,Suburban,Divorced,110,28.0,16,0.0,1,Personal Auto,Personal L1,Offer3,Branch,792.0,SUV,Medsize,A,January,750-1000,Low
883,BV53716,Oregon,5266.420543,No,Basic,High School or Below,2/12/11,Employed,F,93348,Rural,Married,65,23.0,50,0.0,8,Personal Auto,Personal L3,Offer2,Call Center,108.567965,Four-Door Car,Medsize,A,February,0-250,Very High
884,GO75708,Arizona,6054.488387,No,Extended,Master,2/6/11,Disabled,F,17200,Rural,Married,83,5.0,62,4.0,8,Personal Auto,Personal L2,Offer1,Branch,48.780064,Four-Door Car,Medsize,A,February,0-250,Low
885,KH41809,California,2489.387507,No,Basic,College,1/29/11,Employed,F,31058,Urban,Married,67,5.0,19,5.0,1,Personal Auto,Personal L1,Offer4,Branch,309.424708,Two-Door Car,Medsize,A,January,250-500,Middle
886,US45383,no data,12280.76661,No,Premium,College,1/1/11,Employed,M,88340,Suburban,Married,102,16.0,1,0.0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,Two-Door Car,Medsize,A,January,250-500,Very High
887,RN66346,California,14663.19646,No,Basic,Master,1/24/11,Employed,M,91015,Rural,Divorced,73,31.0,30,1.0,2,Personal Auto,Personal L3,Offer3,Agent,119.062347,Two-Door Car,Medsize,A,January,0-250,Very High
888,FL50705,California,8162.617053,No,Premium,High School or Below,1/14/11,Employed,F,66140,Suburban,Married,101,11.0,21,0.0,3,Corporate Auto,Corporate L2,Offer1,Call Center,484.8,Four-Door Car,Small,A,January,250-500,High
889,HW40931,Oregon,10834.86984,No,Extended,College,1/6/11,Employed,F,34612,Suburban,Married,91,8.0,77,1.0,2,Special Auto,Special L1,Offer4,Web,655.2,Four-Door Car,Small,A,January,500-750,Middle
890,GZ22403,Oregon,4068.092649,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,63,3.0,35,4.0,4,Personal Auto,Personal L3,Offer4,Web,753.22565,Two-Door Car,Medsize,A,January,750-1000,Low
891,RH71877,Arizona,4770.550911,Yes,Basic,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2.0,37,0.0,4,Personal Auto,Personal L3,Offer1,Web,362.774545,Two-Door Car,Medsize,A,February,250-500,Low
892,GE39783,Oregon,5356.137712,No,Basic,College,1/4/11,Employed,F,60752,Suburban,Married,67,4.0,19,0.0,7,Personal Auto,Personal L1,Offer1,Agent,414.106436,Four-Door Car,Medsize,A,January,250-500,High
893,MQ54182,California,4739.34663,No,Premium,Bachelor,2/11/11,Employed,F,49447,Suburban,Married,119,9.0,48,2.0,1,Personal Auto,Personal L2,Offer1,Branch,762.007253,Four-Door Car,Medsize,A,February,750-1000,Middle
894,DK93464,Nevada,8571.480718,No,Premium,Bachelor,1/23/11,Employed,F,56202,Urban,Married,107,19.0,33,0.0,8,Personal Auto,Personal L1,Offer2,Agent,513.511091,Two-Door Car,Medsize,A,January,500-750,High
895,GV75215,Oregon,13167.60512,No,Basic,Bachelor,2/12/11,Employed,F,54684,Urban,Married,111,13.0,15,3.0,2,Corporate Auto,Corporate L3,Offer2,Agent,302.137164,Sports Car,Medsize,A,February,250-500,High
896,FL30667,California,9298.887011,No,Extended,College,1/19/11,Employed,F,22094,Suburban,Married,79,2.0,34,1.0,2,Corporate Auto,Corporate L1,Offer4,Branch,460.889274,Four-Door Car,Small,A,January,250-500,Low
897,GA79817,Arizona,2369.111588,No,Basic,Bachelor,2/5/11,Unemployed,M,0,Suburban,Single,65,8.0,91,0.0,1,Corporate Auto,Corporate L2,Offer3,Call Center,468.0,Four-Door Car,Medsize,A,February,250-500,Low
898,DT99586,California,37111.65952,No,Basic,Master,2/8/11,Employed,F,61552,Rural,Married,115,1.0,95,0.0,2,Personal Auto,Personal L3,Offer1,Agent,12.252847,SUV,Medsize,A,February,0-250,High
899,MW70227,California,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15.0,60,1.0,4,Personal Auto,Personal L1,Offer1,Branch,364.8,Four-Door Car,Medsize,A,February,250-500,Low
900,WT71621,Washington,3280.457296,No,Extended,Bachelor,2/2/11,Employed,F,63297,Urban,Married,82,1.0,33,0.0,1,Personal Auto,Personal L3,Offer2,Web,251.756739,Four-Door Car,Medsize,A,February,250-500,High
901,XI14610,California,3645.464325,No,Extended,College,1/4/11,Medical Leave,F,19121,Suburban,Married,95,1.0,18,0.0,1,Personal Auto,Personal L2,Offer2,Agent,915.188647,Four-Door Car,Small,A,January,750-1000,Low
902,ZF81243,Nevada,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18.0,63,0.0,1,Personal Auto,Personal L1,Offer2,Agent,60.036683,Four-Door Car,Medsize,A,February,0-250,High
903,NU84299,Arizona,2854.114491,No,Basic,High School or Below,1/22/11,Employed,M,71126,Urban,Married,71,11.0,72,0.0,1,Personal Auto,Personal L1,Offer4,Branch,324.739746,Four-Door Car,Medsize,A,January,250-500,High
904,BH28530,California,21592.10096,No,Premium,High School or Below,1/15/11,Employed,M,51204,Suburban,Married,181,28.0,23,0.0,2,Personal Auto,Personal L2,Offer4,Web,929.554445,Sports Car,Medsize,A,January,750-1000,High
905,SL71970,Oregon,2336.177331,No,Basic,High School or Below,2/28/11,Unemployed,F,0,Suburban,Single,67,21.0,28,0.0,1,Special Auto,Special L3,Offer2,Agent,458.661381,Four-Door Car,Medsize,A,February,250-500,Low
906,BZ50261,Arizona,11619.91802,No,Basic,High School or Below,1/14/11,Employed,F,78275,Rural,Married,72,12.0,36,0.0,2,Personal Auto,Personal L2,Offer4,Branch,25.336642,Two-Door Car,Small,A,January,0-250,Very High
907,JC11405,Oregon,10963.95723,Yes,Premium,High School or Below,2/8/11,Employed,M,55687,Suburban,Divorced,276,33.0,91,0.0,1,Personal Auto,Personal L3,Offer1,Agent,1324.8,Luxury SUV,Medsize,A,February,>1000,High
908,YU72540,Arizona,10357.62776,No,Basic,College,2/8/11,Employed,F,52735,Rural,Married,65,21.0,19,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,123.512596,Four-Door Car,Medsize,A,February,0-250,High
909,CV78865,Arizona,2698.010741,No,Basic,High School or Below,2/22/11,Employed,M,95399,Rural,Married,68,1.0,36,1.0,1,Personal Auto,Personal L2,Offer4,Branch,78.003781,Two-Door Car,Medsize,A,February,0-250,Very High
910,YP16210,California,5878.447428,No,Basic,College,1/2/11,Employed,F,25398,Suburban,Married,74,23.0,2,0.0,3,Personal Auto,Personal L3,Offer4,Branch,465.922152,Four-Door Car,Large,A,January,250-500,Middle
911,BV22194,Arizona,14194.15441,No,Basic,High School or Below,2/13/11,Employed,F,88178,Suburban,Married,70,32.0,78,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,336.0,Two-Door Car,Medsize,A,February,250-500,Very High
912,PH91033,no data,15808.75757,No,Extended,College,1/25/11,Employed,M,86347,Urban,Married,130,17.0,93,0.0,2,Personal Auto,Personal L2,Offer1,Web,593.779554,Sports Car,Medsize,A,January,500-750,Very High
913,AM72411,Oregon,2279.696801,No,Basic,High School or Below,2/21/11,Medical Leave,M,23253,Suburban,Divorced,61,20.0,49,0.0,1,Personal Auto,Personal L1,Offer2,Branch,292.8,Two-Door Car,Medsize,A,February,250-500,Low
914,WD85096,California,4904.462754,No,Basic,Master,1/21/11,Disabled,F,27593,Urban,Married,63,31.0,78,0.0,6,Corporate Auto,Corporate L3,Offer1,Agent,241.232198,Two-Door Car,Medsize,A,January,0-250,Middle
915,XH46220,California,3746.751625,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94,14.0,38,1.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,19.575683,Two-Door Car,Large,A,February,0-250,Middle
916,PR64751,Nevada,2606.045519,No,Basic,Bachelor,2/11/11,Unemployed,M,0,Suburban,Married,71,10.0,22,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,409.459488,Two-Door Car,Small,A,February,250-500,Low
